year,taxa,cell_id,decslat_cell_ctr,decslon_cell_ctr,pop_mean_no_m3,pop_var_no_m3,n_obs
2016,AURELIA,347,27.37248586,-84.00480259,0,NA,2
2017,AURELIA,347,27.37248586,-84.00480259,0,NA,3
2012,AURELIA,348,28.3725804,-90.06403286,0,NA,1
2013,AURELIA,348,28.3725804,-90.06403286,0,NA,1
2014,AURELIA,348,28.3725804,-90.06403286,0.332769384,0.110735463,3
2015,AURELIA,348,28.3725804,-90.06403286,0,NA,1
2016,AURELIA,348,28.3725804,-90.06403286,0,NA,2
2014,AURELIA,349,29.12147921,-83.25581048,0,NA,1
2012,AURELIA,350,29.60933554,-93.74694291,0,NA,21
2013,AURELIA,350,29.60933554,-93.74694291,2.70309102,2.219624199,15
2014,AURELIA,350,29.60933554,-93.74694291,0,NA,20
2015,AURELIA,350,29.60933554,-93.74694291,0.075958229,NA,1
2017,AURELIA,350,29.60933554,-93.74694291,0,NA,1
2013,AURELIA,352,25.12248586,-83.50480259,0,NA,2
2014,AURELIA,352,25.12248586,-83.50480259,0.614854735,0.201700301,5
2015,AURELIA,352,25.12248586,-83.50480259,0,NA,2
2016,AURELIA,352,25.12248586,-83.50480259,0,NA,1
2017,AURELIA,352,25.12248586,-83.50480259,0,NA,3
2018,AURELIA,352,25.12248586,-83.50480259,0,NA,1
2012,AURELIA,354,27.62343017,-96.25481199,0,NA,1
2013,AURELIA,354,27.62343017,-96.25481199,0,NA,3
2014,AURELIA,354,27.62343017,-96.25481199,0,NA,1
2015,AURELIA,354,27.62343017,-96.25481199,0,NA,2
2016,AURELIA,354,27.62343017,-96.25481199,0,NA,3
2017,AURELIA,354,27.62343017,-96.25481199,165.0326374,21667.43787,3
2018,AURELIA,354,27.62343017,-96.25481199,0,NA,1
2012,AURELIA,355,28.87248586,-91.50480259,0,NA,1
2013,AURELIA,355,28.87248586,-91.50480259,4.742932573,22.49540939,2
2014,AURELIA,355,28.87248586,-91.50480259,0,NA,3
2015,AURELIA,355,28.87248586,-91.50480259,0,NA,3
2016,AURELIA,355,28.87248586,-91.50480259,0,NA,2
2017,AURELIA,355,28.87248586,-91.50480259,0,NA,1
2012,AURELIA,357,29.37248586,-85.00480259,0,NA,2
2013,AURELIA,357,29.37248586,-85.00480259,1.037222712,1.075830954,6
2014,AURELIA,357,29.37248586,-85.00480259,0.361175491,0.052754766,3
2015,AURELIA,357,29.37248586,-85.00480259,0.64974522,0.051849358,3
2013,AURELIA,359,26.62248586,-83.00480259,0,NA,1
2014,AURELIA,359,26.62248586,-83.00480259,4.616681964,NA,1
2015,AURELIA,359,26.62248586,-83.00480259,0,NA,1
2016,AURELIA,359,26.62248586,-83.00480259,0.29298174,0.0858383,4
2017,AURELIA,359,26.62248586,-83.00480259,0,NA,2
2018,AURELIA,359,26.62248586,-83.00480259,0,NA,1
2012,AURELIA,361,28.1241226,-93.75477648,0,NA,4
2013,AURELIA,361,28.1241226,-93.75477648,0.449238668,0.201815381,2
2014,AURELIA,361,28.1241226,-93.75477648,0,NA,3
2016,AURELIA,361,28.1241226,-93.75477648,0,NA,1
2017,AURELIA,361,28.1241226,-93.75477648,0,NA,1
2018,AURELIA,361,28.1241226,-93.75477648,0,NA,1
2013,AURELIA,362,25.37248586,-82.75480259,0.699900823,0.489861163,2
2014,AURELIA,362,25.37248586,-82.75480259,0.223805496,0.0500889,2
2016,AURELIA,362,25.37248586,-82.75480259,0,NA,2
2017,AURELIA,362,25.37248586,-82.75480259,0.470546431,NA,1
2018,AURELIA,362,25.37248586,-82.75480259,0,NA,2
2012,AURELIA,363,28.37248586,-95.00480259,0,NA,6
2013,AURELIA,363,28.37248586,-95.00480259,0.210512806,0.044315641,2
2014,AURELIA,363,28.37248586,-95.00480259,0,NA,3
2016,AURELIA,363,28.37248586,-95.00480259,0.282518106,0.07981648,4
2017,AURELIA,363,28.37248586,-95.00480259,0.095731482,0.009164517,5
2012,AURELIA,364,28.12248586,-84.50480259,0,NA,1
2013,AURELIA,364,28.12248586,-84.50480259,0,NA,2
2014,AURELIA,364,28.12248586,-84.50480259,0,NA,2
2015,AURELIA,364,28.12248586,-84.50480259,1.176127415,1.383275696,3
2016,AURELIA,364,28.12248586,-84.50480259,0.280878506,0.078892735,3
2017,AURELIA,364,28.12248586,-84.50480259,0,NA,2
2012,AURELIA,365,29.37248586,-94.00480259,0,NA,1
2013,AURELIA,365,29.37248586,-94.00480259,2.313804511,NA,1
2014,AURELIA,365,29.37248586,-94.00480259,0,NA,3
2015,AURELIA,365,29.37248586,-94.00480259,0,NA,2
2018,AURELIA,365,29.37248586,-94.00480259,0,NA,2
2012,AURELIA,366,28.12307065,-95.50511118,0,NA,3
2013,AURELIA,366,28.12307065,-95.50511118,0,NA,3
2014,AURELIA,366,28.12307065,-95.50511118,0,NA,1
2015,AURELIA,366,28.12307065,-95.50511118,0,NA,2
2016,AURELIA,366,28.12307065,-95.50511118,0,NA,3
2017,AURELIA,366,28.12307065,-95.50511118,0,NA,1
2018,AURELIA,366,28.12307065,-95.50511118,0,NA,1
2014,AURELIA,367,29.12248586,-83.75480259,0.450926629,NA,1
2015,AURELIA,367,29.12248586,-83.75480259,0,NA,1
2016,AURELIA,367,29.12248586,-83.75480259,0,NA,3
2017,AURELIA,367,29.12248586,-83.75480259,22.28432655,340.8839696,2
2017,AURELIA,368,28.62248586,-83.25480259,0,NA,1
2012,AURELIA,369,29.37248586,-93.00480259,0,NA,1
2013,AURELIA,369,29.37248586,-93.00480259,0,NA,1
2014,AURELIA,369,29.37248586,-93.00480259,0,NA,1
2015,AURELIA,369,29.37248586,-93.00480259,0.89934543,0.348711959,6
2018,AURELIA,369,29.37248586,-93.00480259,0,NA,1
2012,AURELIA,370,28.62248586,-94.00480259,0,NA,4
2014,AURELIA,370,28.62248586,-94.00480259,0,NA,4
2015,AURELIA,370,28.62248586,-94.00480259,0,NA,3
2016,AURELIA,370,28.62248586,-94.00480259,0,NA,2
2017,AURELIA,370,28.62248586,-94.00480259,0,NA,1
2012,AURELIA,371,30.30042415,-86.26718585,0,NA,1
2017,AURELIA,371,30.30042415,-86.26718585,0,NA,1
2018,AURELIA,371,30.30042415,-86.26718585,0,NA,1
2012,AURELIA,372,28.62248586,-93.25480259,0,NA,3
2014,AURELIA,372,28.62248586,-93.25480259,0,NA,1
2015,AURELIA,372,28.62248586,-93.25480259,0,NA,2
2016,AURELIA,372,28.62248586,-93.25480259,0,NA,1
2017,AURELIA,372,28.62248586,-93.25480259,0.584757794,0.341941677,4
2013,AURELIA,374,27.12374148,-84.25484823,0,NA,2
2014,AURELIA,374,27.12374148,-84.25484823,0,NA,1
2015,AURELIA,374,27.12374148,-84.25484823,0,NA,1
2012,AURELIA,375,27.62248586,-84.25480259,0,NA,3
2013,AURELIA,375,27.62248586,-84.25480259,0,NA,1
2015,AURELIA,375,27.62248586,-84.25480259,0.847441807,0.718157616,2
2016,AURELIA,375,27.62248586,-84.25480259,0.262598448,0.068957945,3
2017,AURELIA,375,27.62248586,-84.25480259,0,NA,1
2018,AURELIA,375,27.62248586,-84.25480259,0,NA,2
2012,AURELIA,377,28.12367247,-91.00480294,1.801295142,3.24466419,2
2013,AURELIA,377,28.12367247,-91.00480294,0,NA,1
2015,AURELIA,377,28.12367247,-91.00480294,0,NA,1
2016,AURELIA,377,28.12367247,-91.00480294,0,NA,1
2018,AURELIA,377,28.12367247,-91.00480294,0,NA,1
2012,AURELIA,378,28.87248586,-89.75480259,0,NA,2
2013,AURELIA,378,28.87248586,-89.75480259,0.691762442,NA,1
2014,AURELIA,378,28.87248586,-89.75480259,2.194456485,4.815639265,2
2015,AURELIA,378,28.87248586,-89.75480259,0,NA,3
2016,AURELIA,378,28.87248586,-89.75480259,0,NA,1
2017,AURELIA,378,28.87248586,-89.75480259,0,NA,1
2018,AURELIA,378,28.87248586,-89.75480259,0,NA,1
2018,AURELIA,379,24.37248586,-83.00480259,0,NA,1
2012,AURELIA,380,29.60546536,-84.74324066,0,NA,3
2013,AURELIA,380,29.60546536,-84.74324066,0,NA,1
2015,AURELIA,380,29.60546536,-84.74324066,0.217674582,0.001940911,2
2016,AURELIA,380,29.60546536,-84.74324066,0,NA,4
2017,AURELIA,380,29.60546536,-84.74324066,0,NA,1
2018,AURELIA,380,29.60546536,-84.74324066,0,NA,1
2012,AURELIA,381,28.62248586,-92.75480259,0,NA,2
2013,AURELIA,381,28.62248586,-92.75480259,0.938820457,0.88138385,2
2014,AURELIA,381,28.62248586,-92.75480259,0,NA,4
2015,AURELIA,381,28.62248586,-92.75480259,0,NA,2
2016,AURELIA,381,28.62248586,-92.75480259,0,NA,1
2017,AURELIA,381,28.62248586,-92.75480259,0,NA,1
2018,AURELIA,381,28.62248586,-92.75480259,0,NA,2
2012,AURELIA,382,27.87248586,-83.75480259,0,NA,3
2013,AURELIA,382,27.87248586,-83.75480259,0.472551194,NA,1
2014,AURELIA,382,27.87248586,-83.75480259,0,NA,1
2017,AURELIA,382,27.87248586,-83.75480259,0,NA,4
2018,AURELIA,382,27.87248586,-83.75480259,0,NA,1
2012,AURELIA,383,29.12248586,-84.00480259,0,NA,4
2013,AURELIA,383,29.12248586,-84.00480259,0.501324311,NA,1
2014,AURELIA,383,29.12248586,-84.00480259,1.274238044,NA,1
2016,AURELIA,383,29.12248586,-84.00480259,0,NA,1
2017,AURELIA,383,29.12248586,-84.00480259,0,NA,3
2012,AURELIA,384,28.37248586,-94.75480259,0,NA,1
2013,AURELIA,384,28.37248586,-94.75480259,0,NA,1
2014,AURELIA,384,28.37248586,-94.75480259,0.540889366,NA,1
2015,AURELIA,384,28.37248586,-94.75480259,0,NA,3
2016,AURELIA,384,28.37248586,-94.75480259,0.505831722,NA,1
2017,AURELIA,384,28.37248586,-94.75480259,3.200262083,NA,1
2018,AURELIA,384,28.37248586,-94.75480259,0,NA,1
2012,AURELIA,385,26.37248586,-82.75480259,0,NA,1
2013,AURELIA,385,26.37248586,-82.75480259,0,NA,1
2015,AURELIA,385,26.37248586,-82.75480259,21.45165154,460.1733537,4
2016,AURELIA,385,26.37248586,-82.75480259,0,NA,4
2017,AURELIA,385,26.37248586,-82.75480259,21.3173094,NA,1
2018,AURELIA,385,26.37248586,-82.75480259,0,NA,1
2012,AURELIA,386,28.62248586,-84.00480259,0,NA,2
2013,AURELIA,386,28.62248586,-84.00480259,0,NA,1
2014,AURELIA,386,28.62248586,-84.00480259,0,NA,1
2015,AURELIA,386,28.62248586,-84.00480259,0,NA,2
2018,AURELIA,386,28.62248586,-84.00480259,0,NA,2
2012,AURELIA,387,28.1236704,-91.25480294,5.575954068,31.09126377,2
2014,AURELIA,387,28.1236704,-91.25480294,0,NA,1
2015,AURELIA,387,28.1236704,-91.25480294,0,NA,1
2016,AURELIA,387,28.1236704,-91.25480294,0,NA,1
2017,AURELIA,387,28.1236704,-91.25480294,0,NA,1
2018,AURELIA,387,28.1236704,-91.25480294,0,NA,1
2013,AURELIA,389,27.37256523,-96.56450392,1.859478112,0.969555908,3
2016,AURELIA,389,27.37256523,-96.56450392,0,NA,1
2017,AURELIA,389,27.37256523,-96.56450392,1.071762263,1.148674348,2
2018,AURELIA,389,27.37256523,-96.56450392,0,NA,1
2012,AURELIA,391,29.12378599,-88.75482575,0,NA,3
2013,AURELIA,391,29.12378599,-88.75482575,0,NA,3
2015,AURELIA,391,29.12378599,-88.75482575,0,NA,2
2016,AURELIA,391,29.12378599,-88.75482575,0,NA,1
2017,AURELIA,391,29.12378599,-88.75482575,0,NA,1
2014,AURELIA,392,27.6235421,-95.754812,0,NA,1
2015,AURELIA,392,27.6235421,-95.754812,0,NA,1
2012,AURELIA,393,27.10701827,-82.5469714,0,NA,1
2014,AURELIA,393,27.10701827,-82.5469714,0,NA,2
2015,AURELIA,393,27.10701827,-82.5469714,27.4317718,NA,1
2017,AURELIA,393,27.10701827,-82.5469714,0,NA,1
2018,AURELIA,393,27.10701827,-82.5469714,0,NA,1
2012,AURELIA,394,28.12365796,-92.75480294,0,NA,7
2014,AURELIA,394,28.12365796,-92.75480294,0,NA,1
2015,AURELIA,394,28.12365796,-92.75480294,0,NA,1
2016,AURELIA,394,28.12365796,-92.75480294,0,NA,2
2014,AURELIA,395,26.12248586,-82.75480259,1.680182022,2.823011626,2
2015,AURELIA,395,26.12248586,-82.75480259,0.118684733,0.014086066,3
2016,AURELIA,395,26.12248586,-82.75480259,0,NA,1
2018,AURELIA,395,26.12248586,-82.75480259,0,NA,2
2012,AURELIA,396,24.87248586,-83.25480259,0,NA,1
2013,AURELIA,396,24.87248586,-83.25480259,0,NA,2
2014,AURELIA,396,24.87248586,-83.25480259,0,NA,4
2015,AURELIA,396,24.87248586,-83.25480259,0,NA,1
2016,AURELIA,396,24.87248586,-83.25480259,0,NA,1
2017,AURELIA,396,24.87248586,-83.25480259,0,NA,2
2018,AURELIA,396,24.87248586,-83.25480259,0,NA,3
2012,AURELIA,399,24.87248586,-82.25480259,0,NA,1
2013,AURELIA,399,24.87248586,-82.25480259,0.43947261,0.193136175,2
2014,AURELIA,399,24.87248586,-82.25480259,0,NA,3
2015,AURELIA,399,24.87248586,-82.25480259,4.202456833,17.66064343,2
2016,AURELIA,399,24.87248586,-82.25480259,0,NA,2
2018,AURELIA,399,24.87248586,-82.25480259,0,NA,1
2012,AURELIA,400,29.12248586,-84.75480259,0,NA,1
2013,AURELIA,400,29.12248586,-84.75480259,0.121813197,0.014838455,3
2014,AURELIA,400,29.12248586,-84.75480259,0.390839216,0.045571368,3
2015,AURELIA,400,29.12248586,-84.75480259,0,NA,2
2016,AURELIA,400,29.12248586,-84.75480259,0.073546857,0.00540914,5
2017,AURELIA,400,29.12248586,-84.75480259,0,NA,4
2018,AURELIA,400,29.12248586,-84.75480259,0,NA,4
2012,AURELIA,402,24.62269288,-83.50469471,0,NA,1
2013,AURELIA,402,24.62269288,-83.50469471,0,NA,2
2014,AURELIA,402,24.62269288,-83.50469471,2.05087218,NA,1
2015,AURELIA,402,24.62269288,-83.50469471,0,NA,2
2016,AURELIA,402,24.62269288,-83.50469471,0,NA,3
2017,AURELIA,402,24.62269288,-83.50469471,0,NA,2
2018,AURELIA,402,24.62269288,-83.50469471,0,NA,3
2014,AURELIA,403,25.62248586,-81.50480259,0,NA,3
2012,AURELIA,404,29.37248586,-83.75480259,0,NA,1
2013,AURELIA,404,29.37248586,-83.75480259,0,NA,1
2014,AURELIA,404,29.37248586,-83.75480259,0,NA,1
2015,AURELIA,404,29.37248586,-83.75480259,0,NA,2
2016,AURELIA,404,29.37248586,-83.75480259,0,NA,1
2017,AURELIA,404,29.37248586,-83.75480259,1.107311787,0.927995122,2
2013,AURELIA,405,29.37306357,-89.00367374,23.5417159,164.0429974,3
2014,AURELIA,405,29.37306357,-89.00367374,1.364983812,1.3273324,4
2015,AURELIA,405,29.37306357,-89.00367374,0,NA,1
2016,AURELIA,405,29.37306357,-89.00367374,0,NA,1
2017,AURELIA,405,29.37306357,-89.00367374,0,NA,1
2018,AURELIA,405,29.37306357,-89.00367374,0,NA,1
2013,AURELIA,406,25.62248586,-83.75480259,0,NA,1
2014,AURELIA,406,25.62248586,-83.75480259,0.434222041,0.070781778,5
2015,AURELIA,406,25.62248586,-83.75480259,0,NA,2
2018,AURELIA,406,25.62248586,-83.75480259,0,NA,2
2012,AURELIA,407,30.12248586,-87.50480259,2851.608327,NA,1
2013,AURELIA,407,30.12248586,-87.50480259,0,NA,2
2014,AURELIA,407,30.12248586,-87.50480259,0,NA,1
2015,AURELIA,407,30.12248586,-87.50480259,0,NA,1
2016,AURELIA,407,30.12248586,-87.50480259,2.571728607,6.613788027,2
2017,AURELIA,407,30.12248586,-87.50480259,0,NA,1
2018,AURELIA,407,30.12248586,-87.50480259,0,NA,2
2012,AURELIA,409,28.87248586,-94.50480259,0,NA,1
2013,AURELIA,409,28.87248586,-94.50480259,0,NA,2
2015,AURELIA,409,28.87248586,-94.50480259,0,NA,2
2016,AURELIA,409,28.87248586,-94.50480259,1.738599461,2.600110609,3
2017,AURELIA,409,28.87248586,-94.50480259,5.833109704,0.020241028,2
2018,AURELIA,409,28.87248586,-94.50480259,0,NA,1
2012,AURELIA,411,29.60737774,-93.01274158,0.028936468,0.000837319,5
2014,AURELIA,411,29.60737774,-93.01274158,0,NA,2
2015,AURELIA,411,29.60737774,-93.01274158,0.278513506,0.077569773,2
2016,AURELIA,411,29.60737774,-93.01274158,0,NA,1
2017,AURELIA,411,29.60737774,-93.01274158,0,NA,1
2018,AURELIA,411,29.60737774,-93.01274158,0,NA,2
2013,AURELIA,412,30.07687313,-85.77696151,0,NA,1
2014,AURELIA,412,30.07687313,-85.77696151,0,NA,3
2015,AURELIA,412,30.07687313,-85.77696151,0,NA,2
2016,AURELIA,412,30.07687313,-85.77696151,0,NA,1
2018,AURELIA,412,30.07687313,-85.77696151,0,NA,1
2012,AURELIA,413,29.37248586,-84.50480259,0,NA,1
2015,AURELIA,413,29.37248586,-84.50480259,0.567744748,0.177075938,7
2016,AURELIA,413,29.37248586,-84.50480259,0,NA,1
2017,AURELIA,413,29.37248586,-84.50480259,0,NA,4
2018,AURELIA,413,29.37248586,-84.50480259,0,NA,1
2012,AURELIA,414,25.62248586,-82.00480259,0,NA,1
2014,AURELIA,414,25.62248586,-82.00480259,0,NA,1
2015,AURELIA,414,25.62248586,-82.00480259,17.23918777,227.4967374,3
2018,AURELIA,414,25.62248586,-82.00480259,0.274670381,0.075443818,2
2012,AURELIA,415,28.87095983,-89.25322144,0,NA,1
2013,AURELIA,415,28.87095983,-89.25322144,0,NA,1
2014,AURELIA,415,28.87095983,-89.25322144,0,NA,3
2015,AURELIA,415,28.87095983,-89.25322144,0.388833791,0.151191717,2
2016,AURELIA,415,28.87095983,-89.25322144,0,NA,1
2017,AURELIA,415,28.87095983,-89.25322144,0,NA,2
2018,AURELIA,415,28.87095983,-89.25322144,0,NA,1
2017,AURELIA,418,28.62409614,-85.25482095,0,NA,1
2012,AURELIA,419,28.62248586,-91.75480259,0,NA,3
2013,AURELIA,419,28.62248586,-91.75480259,0,NA,2
2014,AURELIA,419,28.62248586,-91.75480259,0,NA,2
2015,AURELIA,419,28.62248586,-91.75480259,0,NA,4
2016,AURELIA,419,28.62248586,-91.75480259,0,NA,1
2017,AURELIA,419,28.62248586,-91.75480259,0,NA,2
2012,AURELIA,422,29.37248586,-84.75480259,0,NA,7
2014,AURELIA,422,29.37248586,-84.75480259,0,NA,1
2015,AURELIA,422,29.37248586,-84.75480259,0,NA,4
2016,AURELIA,422,29.37248586,-84.75480259,0,NA,2
2017,AURELIA,422,29.37248586,-84.75480259,0,NA,1
2018,AURELIA,422,29.37248586,-84.75480259,0,NA,2
2012,AURELIA,423,28.62311926,-89.75488362,0,NA,1
2013,AURELIA,423,28.62311926,-89.75488362,0,NA,1
2014,AURELIA,423,28.62311926,-89.75488362,0,NA,2
2014,AURELIA,424,27.37248586,-83.75480259,0,NA,1
2015,AURELIA,424,27.37248586,-83.75480259,0,NA,1
2016,AURELIA,424,27.37248586,-83.75480259,0,NA,1
2017,AURELIA,424,27.37248586,-83.75480259,0,NA,1
2013,AURELIA,425,27.12322539,-84.00444149,0,NA,1
2014,AURELIA,425,27.12322539,-84.00444149,0.441413011,0.065525014,4
2015,AURELIA,425,27.12322539,-84.00444149,0,NA,3
2016,AURELIA,425,27.12322539,-84.00444149,0,NA,2
2017,AURELIA,425,27.12322539,-84.00444149,0,NA,3
2018,AURELIA,425,27.12322539,-84.00444149,0,NA,2
2012,AURELIA,426,27.62248586,-83.50480259,0,NA,2
2013,AURELIA,426,27.62248586,-83.50480259,0,NA,1
2014,AURELIA,426,27.62248586,-83.50480259,0,NA,3
2015,AURELIA,426,27.62248586,-83.50480259,0,NA,2
2016,AURELIA,426,27.62248586,-83.50480259,0.341394677,0.116550326,3
2017,AURELIA,426,27.62248586,-83.50480259,0,NA,2
2018,AURELIA,426,27.62248586,-83.50480259,0,NA,1
2016,AURELIA,427,27.87236821,-95.56493281,0,NA,2
2017,AURELIA,427,27.87236821,-95.56493281,0,NA,1
2014,AURELIA,428,27.62248586,-83.75480259,1.029111488,NA,1
2015,AURELIA,428,27.62248586,-83.75480259,0,NA,1
2016,AURELIA,428,27.62248586,-83.75480259,0.420691729,0.176981531,4
2017,AURELIA,428,27.62248586,-83.75480259,0,NA,1
2012,AURELIA,429,26.62248586,-97.00480259,0,NA,1
2013,AURELIA,429,26.62248586,-97.00480259,29.9613014,897.6795813,2
2014,AURELIA,429,26.62248586,-97.00480259,0.670361512,NA,1
2015,AURELIA,429,26.62248586,-97.00480259,0,NA,1
2017,AURELIA,429,26.62248586,-97.00480259,1.138167747,1.295425821,3
2018,AURELIA,429,26.62248586,-97.00480259,0,NA,2
2012,AURELIA,430,27.36223484,-97.22390597,0,NA,2
2014,AURELIA,430,27.36223484,-97.22390597,0,NA,3
2015,AURELIA,430,27.36223484,-97.22390597,0,NA,1
2016,AURELIA,430,27.36223484,-97.22390597,0,NA,1
2017,AURELIA,430,27.36223484,-97.22390597,0,NA,1
2018,AURELIA,430,27.36223484,-97.22390597,0,NA,1
2012,AURELIA,432,27.37248586,-97.00480259,0,NA,3
2013,AURELIA,432,27.37248586,-97.00480259,9.317542744,NA,1
2015,AURELIA,432,27.37248586,-97.00480259,0,NA,4
2016,AURELIA,432,27.37248586,-97.00480259,0,NA,4
2017,AURELIA,432,27.37248586,-97.00480259,0,NA,3
2018,AURELIA,432,27.37248586,-97.00480259,0,NA,1
2013,AURELIA,433,25.87248586,-83.00480259,0,NA,1
2014,AURELIA,433,25.87248586,-83.00480259,0,NA,2
2015,AURELIA,433,25.87248586,-83.00480259,0,NA,1
2016,AURELIA,433,25.87248586,-83.00480259,0,NA,1
2018,AURELIA,433,25.87248586,-83.00480259,0,NA,3
2014,AURELIA,434,29.60625239,-83.5259932,0,NA,2
2012,AURELIA,435,29.87248586,-88.50480259,0,NA,3
2013,AURELIA,435,29.87248586,-88.50480259,0,NA,3
2014,AURELIA,435,29.87248586,-88.50480259,0,NA,2
2015,AURELIA,435,29.87248586,-88.50480259,0,NA,1
2016,AURELIA,435,29.87248586,-88.50480259,0,NA,1
2017,AURELIA,435,29.87248586,-88.50480259,0,NA,2
2018,AURELIA,435,29.87248586,-88.50480259,0,NA,1
2012,AURELIA,436,26.87248586,-96.75480259,0,NA,2
2013,AURELIA,436,26.87248586,-96.75480259,0,NA,2
2015,AURELIA,436,26.87248586,-96.75480259,0,NA,2
2016,AURELIA,436,26.87248586,-96.75480259,0,NA,2
2017,AURELIA,436,26.87248586,-96.75480259,0,NA,2
2018,AURELIA,436,26.87248586,-96.75480259,0,NA,1
2012,AURELIA,437,28.62248586,-91.25480259,0,NA,2
2013,AURELIA,437,28.62248586,-91.25480259,0,NA,1
2014,AURELIA,437,28.62248586,-91.25480259,0,NA,3
2015,AURELIA,437,28.62248586,-91.25480259,0,NA,4
2016,AURELIA,437,28.62248586,-91.25480259,0,NA,1
2017,AURELIA,437,28.62248586,-91.25480259,0,NA,3
2018,AURELIA,437,28.62248586,-91.25480259,0,NA,1
2012,AURELIA,438,28.12248586,-96.00480259,0,NA,3
2013,AURELIA,438,28.12248586,-96.00480259,0,NA,2
2014,AURELIA,438,28.12248586,-96.00480259,0,NA,2
2015,AURELIA,438,28.12248586,-96.00480259,0,NA,3
2016,AURELIA,438,28.12248586,-96.00480259,0,NA,3
2017,AURELIA,438,28.12248586,-96.00480259,0,NA,3
2014,AURELIA,439,24.87248586,-81.75480259,0.17851934,NA,1
2015,AURELIA,439,24.87248586,-81.75480259,0,NA,1
2013,AURELIA,440,25.62248586,-83.25480259,0,NA,1
2015,AURELIA,440,25.62248586,-83.25480259,0,NA,1
2016,AURELIA,440,25.62248586,-83.25480259,0,NA,1
2017,AURELIA,440,25.62248586,-83.25480259,0,NA,5
2018,AURELIA,440,25.62248586,-83.25480259,0,NA,1
2013,AURELIA,441,29.62179298,-85.50554767,0,NA,1
2014,AURELIA,441,29.62179298,-85.50554767,0,NA,2
2015,AURELIA,441,29.62179298,-85.50554767,0,NA,2
2016,AURELIA,441,29.62179298,-85.50554767,3.541703133,12.54366108,2
2017,AURELIA,441,29.62179298,-85.50554767,1.739805147,1.681533178,3
2018,AURELIA,441,29.62179298,-85.50554767,0.163817747,0.026836254,2
2012,AURELIA,442,29.12248586,-94.50480259,0,NA,2
2013,AURELIA,442,29.12248586,-94.50480259,0,NA,1
2014,AURELIA,442,29.12248586,-94.50480259,0,NA,1
2015,AURELIA,442,29.12248586,-94.50480259,1.081778732,NA,1
2012,AURELIA,443,28.12248586,-83.25480259,0,NA,3
2013,AURELIA,443,28.12248586,-83.25480259,0,NA,1
2014,AURELIA,443,28.12248586,-83.25480259,0,NA,2
2015,AURELIA,443,28.12248586,-83.25480259,0,NA,3
2016,AURELIA,443,28.12248586,-83.25480259,0,NA,1
2017,AURELIA,443,28.12248586,-83.25480259,18.53001617,125.6471228,3
2012,AURELIA,444,28.87248586,-84.25480259,0,NA,3
2013,AURELIA,444,28.87248586,-84.25480259,0,NA,1
2014,AURELIA,444,28.87248586,-84.25480259,0.824689342,NA,1
2015,AURELIA,444,28.87248586,-84.25480259,0,NA,3
2016,AURELIA,444,28.87248586,-84.25480259,0,NA,1
2017,AURELIA,444,28.87248586,-84.25480259,0,NA,1
2018,AURELIA,444,28.87248586,-84.25480259,0,NA,1
2012,AURELIA,445,29.12248586,-89.75480259,0,NA,2
2013,AURELIA,445,29.12248586,-89.75480259,0.068667595,0.004715239,2
2014,AURELIA,445,29.12248586,-89.75480259,0.795752874,0.633222637,2
2015,AURELIA,445,29.12248586,-89.75480259,0,NA,2
2016,AURELIA,445,29.12248586,-89.75480259,0,NA,2
2017,AURELIA,445,29.12248586,-89.75480259,0,NA,2
2018,AURELIA,445,29.12248586,-89.75480259,0,NA,1
2012,AURELIA,446,26.12248586,-82.00480259,0,NA,1
2013,AURELIA,446,26.12248586,-82.00480259,0,NA,2
2014,AURELIA,446,26.12248586,-82.00480259,3.931225887,12.33892461,2
2015,AURELIA,446,26.12248586,-82.00480259,0,NA,1
2016,AURELIA,446,26.12248586,-82.00480259,0.644559828,NA,1
2018,AURELIA,446,26.12248586,-82.00480259,0,NA,1
2012,AURELIA,447,26.62248586,-83.50480259,0,NA,1
2017,AURELIA,447,26.62248586,-83.50480259,0,NA,2
2018,AURELIA,447,26.62248586,-83.50480259,0,NA,1
2012,AURELIA,448,28.62248586,-95.00480259,0,NA,1
2013,AURELIA,448,28.62248586,-95.00480259,0,NA,1
2015,AURELIA,448,28.62248586,-95.00480259,0,NA,2
2017,AURELIA,448,28.62248586,-95.00480259,0,NA,3
2018,AURELIA,448,28.62248586,-95.00480259,0,NA,2
2012,AURELIA,449,28.12381333,-93.25477655,0,NA,3
2013,AURELIA,449,28.12381333,-93.25477655,0.748731113,NA,1
2015,AURELIA,449,28.12381333,-93.25477655,0,NA,1
2016,AURELIA,449,28.12381333,-93.25477655,0,NA,5
2017,AURELIA,449,28.12381333,-93.25477655,4.678406832,NA,1
2018,AURELIA,449,28.12381333,-93.25477655,0,NA,1
2013,AURELIA,452,29.12248586,-92.50480259,1.532620035,2.348924173,2
2014,AURELIA,452,29.12248586,-92.50480259,0,NA,3
2015,AURELIA,452,29.12248586,-92.50480259,0,NA,3
2016,AURELIA,452,29.12248586,-92.50480259,1.118876768,1.251885223,2
2017,AURELIA,452,29.12248586,-92.50480259,0.41073709,0.168704957,3
2012,AURELIA,453,28.87248586,-92.00480259,0,NA,4
2013,AURELIA,453,28.87248586,-92.00480259,4.68770784,NA,1
2014,AURELIA,453,28.87248586,-92.00480259,0,NA,1
2015,AURELIA,453,28.87248586,-92.00480259,0,NA,3
