year,taxa,cell_id,decslat_cell_ctr,decslon_cell_ctr,pop_mean_no_m3,pop_var_no_m3,n_obs
2016,AURELIA,453,28.87248586,-92.00480259,0.54619995,0.148231105,6
2016,AURELIA,454,29.27248007,-89.76773826,12.55054716,NA,1
2012,AURELIA,455,26.37248586,-96.75480259,0,NA,5
2013,AURELIA,455,26.37248586,-96.75480259,0,NA,1
2014,AURELIA,455,26.37248586,-96.75480259,0,NA,4
2015,AURELIA,455,26.37248586,-96.75480259,0,NA,1
2016,AURELIA,455,26.37248586,-96.75480259,0,NA,1
2017,AURELIA,455,26.37248586,-96.75480259,0.522062113,0.27254885,2
2018,AURELIA,455,26.37248586,-96.75480259,0,NA,1
2012,AURELIA,456,28.62248586,-84.25480259,0,NA,1
2014,AURELIA,456,28.62248586,-84.25480259,0,NA,4
2016,AURELIA,456,28.62248586,-84.25480259,0,NA,2
2017,AURELIA,456,28.62248586,-84.25480259,0,NA,2
2012,AURELIA,457,29.62248586,-84.50480259,0,NA,4
2013,AURELIA,457,29.62248586,-84.50480259,0,NA,1
2014,AURELIA,457,29.62248586,-84.50480259,0.94525796,0.89351261,3
2016,AURELIA,457,29.62248586,-84.50480259,0,NA,1
2017,AURELIA,457,29.62248586,-84.50480259,1.727841031,NA,1
2018,AURELIA,457,29.62248586,-84.50480259,0,NA,2
2012,AURELIA,458,30.12248586,-86.25480259,0,NA,3
2013,AURELIA,458,30.12248586,-86.25480259,0,NA,1
2015,AURELIA,458,30.12248586,-86.25480259,0,NA,3
2016,AURELIA,458,30.12248586,-86.25480259,0,NA,2
2017,AURELIA,458,30.12248586,-86.25480259,0,NA,1
2013,AURELIA,459,29.62248586,-88.50480259,0,NA,2
2014,AURELIA,459,29.62248586,-88.50480259,0,NA,4
2015,AURELIA,459,29.62248586,-88.50480259,0,NA,1
2016,AURELIA,459,29.62248586,-88.50480259,0,NA,1
2017,AURELIA,459,29.62248586,-88.50480259,0,NA,3
2013,AURELIA,460,26.62248586,-82.75480259,1.129922409,NA,1
2014,AURELIA,460,26.62248586,-82.75480259,46.66005489,NA,1
2015,AURELIA,460,26.62248586,-82.75480259,0,NA,2
2016,AURELIA,460,26.62248586,-82.75480259,0,NA,1
2018,AURELIA,460,26.62248586,-82.75480259,0,NA,1
2012,AURELIA,461,26.37248586,-97.00480259,0,NA,13
2013,AURELIA,461,26.37248586,-97.00480259,0.731162543,0.534598665,7
2014,AURELIA,461,26.37248586,-97.00480259,0,NA,10
2015,AURELIA,461,26.37248586,-97.00480259,0,NA,1
2016,AURELIA,461,26.37248586,-97.00480259,0,NA,4
2017,AURELIA,461,26.37248586,-97.00480259,0,NA,2
2014,AURELIA,462,28.62248586,-83.00480259,0,NA,1
2015,AURELIA,462,28.62248586,-83.00480259,0,NA,2
2016,AURELIA,462,28.62248586,-83.00480259,0,NA,1
2018,AURELIA,462,28.62248586,-83.00480259,0,NA,1
2012,AURELIA,463,25.87248586,-83.50480259,0,NA,2
2013,AURELIA,463,25.87248586,-83.50480259,0,NA,2
2014,AURELIA,463,25.87248586,-83.50480259,0,NA,1
2015,AURELIA,463,25.87248586,-83.50480259,0,NA,3
2016,AURELIA,463,25.87248586,-83.50480259,0,NA,3
2017,AURELIA,463,25.87248586,-83.50480259,0,NA,2
2018,AURELIA,463,25.87248586,-83.50480259,0,NA,5
2015,AURELIA,464,29.1057903,-89.52201048,0.170324702,0.029010504,2
2017,AURELIA,464,29.1057903,-89.52201048,0,NA,1
2012,AURELIA,465,30.11520779,-88.25079086,0,NA,4
2013,AURELIA,465,30.11520779,-88.25079086,0,NA,2
2014,AURELIA,465,30.11520779,-88.25079086,0,NA,3
2015,AURELIA,465,30.11520779,-88.25079086,0.098169229,0.009637197,2
2016,AURELIA,465,30.11520779,-88.25079086,0,NA,2
2017,AURELIA,465,30.11520779,-88.25079086,0,NA,3
2018,AURELIA,465,30.11520779,-88.25079086,0,NA,1
2012,AURELIA,467,29.87248586,-87.75480259,0,NA,2
2014,AURELIA,467,29.87248586,-87.75480259,0,NA,1
2015,AURELIA,467,29.87248586,-87.75480259,0,NA,1
2018,AURELIA,467,29.87248586,-87.75480259,0,NA,1
2012,AURELIA,469,28.62248586,-93.75480259,0,NA,6
2013,AURELIA,469,28.62248586,-93.75480259,0,NA,1
2014,AURELIA,469,28.62248586,-93.75480259,0,NA,4
2015,AURELIA,469,28.62248586,-93.75480259,0.889796396,0.791737626,2
2016,AURELIA,469,28.62248586,-93.75480259,0,NA,4
2017,AURELIA,469,28.62248586,-93.75480259,0,NA,2
2018,AURELIA,469,28.62248586,-93.75480259,0,NA,2
2012,AURELIA,470,28.12413138,-94.50481316,0,NA,3
2013,AURELIA,470,28.12413138,-94.50481316,0,NA,1
2015,AURELIA,470,28.12413138,-94.50481316,0,NA,2
2016,AURELIA,470,28.12413138,-94.50481316,0,NA,2
2017,AURELIA,470,28.12413138,-94.50481316,0,NA,1
2018,AURELIA,470,28.12413138,-94.50481316,0,NA,1
2012,AURELIA,471,29.12248586,-93.50480259,0,NA,1
2014,AURELIA,471,29.12248586,-93.50480259,0,NA,2
2015,AURELIA,471,29.12248586,-93.50480259,0,NA,2
2016,AURELIA,471,29.12248586,-93.50480259,3.971530253,15.77305255,2
2017,AURELIA,471,29.12248586,-93.50480259,0,NA,1
2012,AURELIA,473,26.62248586,-82.50480259,0,NA,2
2013,AURELIA,473,26.62248586,-82.50480259,0.36543959,0.133546094,2
2014,AURELIA,473,26.62248586,-82.50480259,1.831135875,3.353058593,2
2015,AURELIA,473,26.62248586,-82.50480259,0.434047022,NA,1
2016,AURELIA,473,26.62248586,-82.50480259,0,NA,2
2017,AURELIA,473,26.62248586,-82.50480259,1.296353773,0.636225996,3
2018,AURELIA,473,26.62248586,-82.50480259,0.208391894,0.016933879,3
2012,AURELIA,474,26.8725321,-83.94106082,0,NA,1
2012,AURELIA,475,30.11475759,-88.0061019,0,NA,1
2013,AURELIA,475,30.11475759,-88.0061019,0.280924878,NA,1
2014,AURELIA,475,30.11475759,-88.0061019,0.174453515,0.030434029,3
2015,AURELIA,475,30.11475759,-88.0061019,0,NA,1
2018,AURELIA,475,30.11475759,-88.0061019,0,NA,1
2012,AURELIA,477,28.1236621,-92.25480294,0,NA,1
2013,AURELIA,477,28.1236621,-92.25480294,0,NA,1
2014,AURELIA,477,28.1236621,-92.25480294,0,NA,3
2015,AURELIA,477,28.1236621,-92.25480294,0,NA,3
2016,AURELIA,477,28.1236621,-92.25480294,1.015187758,1.030606183,3
2014,AURELIA,478,28.37248586,-84.00480259,0,NA,1
2015,AURELIA,478,28.37248586,-84.00480259,0,NA,3
2016,AURELIA,478,28.37248586,-84.00480259,0,NA,1
2017,AURELIA,478,28.37248586,-84.00480259,0,NA,1
2012,AURELIA,479,28.37248586,-83.50480259,0,NA,2
2013,AURELIA,479,28.37248586,-83.50480259,0,NA,1
2014,AURELIA,479,28.37248586,-83.50480259,0,NA,2
2016,AURELIA,479,28.37248586,-83.50480259,0,NA,2
2017,AURELIA,479,28.37248586,-83.50480259,0,NA,2
2018,AURELIA,479,28.37248586,-83.50480259,0,NA,1
2012,AURELIA,480,29.12213192,-94.75445901,0,NA,23
2013,AURELIA,480,29.12213192,-94.75445901,98.5282197,9401.7455,14
2014,AURELIA,480,29.12213192,-94.75445901,0,NA,8
2015,AURELIA,480,29.12213192,-94.75445901,0,NA,4
2016,AURELIA,480,29.12213192,-94.75445901,0,NA,2
2017,AURELIA,480,29.12213192,-94.75445901,5.022544114,NA,1
2012,AURELIA,481,26.87248586,-82.75480259,0,NA,1
2013,AURELIA,481,26.87248586,-82.75480259,0,NA,2
2015,AURELIA,481,26.87248586,-82.75480259,210.6942823,NA,1
2016,AURELIA,481,26.87248586,-82.75480259,0,NA,1
2017,AURELIA,481,26.87248586,-82.75480259,0,NA,3
2018,AURELIA,481,26.87248586,-82.75480259,0,NA,3
2012,AURELIA,482,25.37248586,-82.00480259,0,NA,2
2014,AURELIA,482,25.37248586,-82.00480259,35.01312646,637.4778927,3
2015,AURELIA,482,25.37248586,-82.00480259,3.991668302,6.771403447,4
2017,AURELIA,482,25.37248586,-82.00480259,0,NA,1
2018,AURELIA,482,25.37248586,-82.00480259,0,NA,2
2012,AURELIA,484,29.58541785,-85.2593766,0,NA,1
2014,AURELIA,484,29.58541785,-85.2593766,15.3724987,NA,1
2015,AURELIA,484,29.58541785,-85.2593766,0,NA,2
2016,AURELIA,484,29.58541785,-85.2593766,0,NA,1
2017,AURELIA,484,29.58541785,-85.2593766,0.762503759,0.581411983,2
2018,AURELIA,484,29.58541785,-85.2593766,0,NA,1
2015,AURELIA,485,28.85712316,-95.24204312,0,NA,1
2017,AURELIA,485,28.85712316,-95.24204312,0,NA,2
2012,AURELIA,486,29.37253636,-85.93940115,0,NA,1
2013,AURELIA,486,29.37253636,-85.93940115,0.175653404,0.030854118,3
2015,AURELIA,486,29.37253636,-85.93940115,0,NA,3
2012,AURELIA,487,29.6220065,-88.75431216,0,NA,3
2014,AURELIA,487,29.6220065,-88.75431216,0.922349922,0.850729379,2
2015,AURELIA,487,29.6220065,-88.75431216,0,NA,2
2016,AURELIA,487,29.6220065,-88.75431216,8.41203475,59.70197096,4
2017,AURELIA,487,29.6220065,-88.75431216,0,NA,2
2018,AURELIA,487,29.6220065,-88.75431216,0,NA,2
2012,AURELIA,488,26.62248586,-83.25480259,0,NA,4
2013,AURELIA,488,26.62248586,-83.25480259,1.087917859,NA,1
2015,AURELIA,488,26.62248586,-83.25480259,0,NA,1
2016,AURELIA,488,26.62248586,-83.25480259,0,NA,1
2017,AURELIA,488,26.62248586,-83.25480259,0,NA,1
2018,AURELIA,488,26.62248586,-83.25480259,0,NA,3
2012,AURELIA,489,28.12162672,-96.5039758,0,NA,8
2013,AURELIA,489,28.12162672,-96.5039758,8.91243219,79.43144754,5
2014,AURELIA,489,28.12162672,-96.5039758,0,NA,4
2015,AURELIA,489,28.12162672,-96.5039758,0,NA,1
2016,AURELIA,489,28.12162672,-96.5039758,0,NA,1
2017,AURELIA,489,28.12162672,-96.5039758,13.84127726,NA,1
2012,AURELIA,490,28.87248586,-93.50480259,0,NA,3
2013,AURELIA,490,28.87248586,-93.50480259,1.09958579,NA,1
2015,AURELIA,490,28.87248586,-93.50480259,0,NA,1
2017,AURELIA,490,28.87248586,-93.50480259,0,NA,1
2018,AURELIA,490,28.87248586,-93.50480259,0,NA,2
2013,AURELIA,491,26.63364363,-97.21188571,0,NA,1
2014,AURELIA,491,26.63364363,-97.21188571,0,NA,1
2016,AURELIA,491,26.63364363,-97.21188571,1.919452387,NA,1
2017,AURELIA,491,26.63364363,-97.21188571,0,NA,1
2016,AURELIA,492,28.12248586,-84.75480259,0,NA,1
2012,AURELIA,493,28.12248586,-83.50480259,0,NA,2
2014,AURELIA,493,28.12248586,-83.50480259,0,NA,1
2015,AURELIA,493,28.12248586,-83.50480259,0.287731171,0.082789227,2
2016,AURELIA,493,28.12248586,-83.50480259,0,NA,1
2017,AURELIA,493,28.12248586,-83.50480259,0,NA,2
2018,AURELIA,493,28.12248586,-83.50480259,0,NA,1
2012,AURELIA,494,28.37248586,-90.25480259,4.440750052,NA,1
2013,AURELIA,494,28.37248586,-90.25480259,0,NA,1
2014,AURELIA,494,28.37248586,-90.25480259,0,NA,1
2015,AURELIA,494,28.37248586,-90.25480259,0,NA,3
2016,AURELIA,494,28.37248586,-90.25480259,0,NA,2
2017,AURELIA,494,28.37248586,-90.25480259,0,NA,3
2018,AURELIA,494,28.37248586,-90.25480259,0,NA,3
2012,AURELIA,495,28.87248586,-90.25480259,0,NA,3
2013,AURELIA,495,28.87248586,-90.25480259,1.243950549,0.328108737,4
2014,AURELIA,495,28.87248586,-90.25480259,0.43947261,NA,1
2015,AURELIA,495,28.87248586,-90.25480259,0,NA,1
2016,AURELIA,495,28.87248586,-90.25480259,0.876441103,0.768149006,3
2018,AURELIA,495,28.87248586,-90.25480259,0,NA,1
2013,AURELIA,496,29.32951097,-91.51125889,0.033676062,0.001134077,2
2014,AURELIA,498,28.62248586,-95.25480259,0,NA,2
2015,AURELIA,498,28.62248586,-95.25480259,0,NA,3
2016,AURELIA,498,28.62248586,-95.25480259,2.24619334,5.045384521,2
2017,AURELIA,498,28.62248586,-95.25480259,0,NA,2
2018,AURELIA,498,28.62248586,-95.25480259,0.573442893,0.328836751,2
2013,AURELIA,500,30.28250155,-87.25000336,0,NA,1
2012,AURELIA,501,28.54636219,-95.98145609,0,NA,1
2014,AURELIA,501,28.54636219,-95.98145609,0,NA,1
2015,AURELIA,501,28.54636219,-95.98145609,0,NA,1
2012,AURELIA,502,29.62242625,-93.50474785,0,NA,3
2013,AURELIA,502,29.62242625,-93.50474785,3.704044982,8.269801884,11
2014,AURELIA,502,29.62242625,-93.50474785,0,NA,5
2015,AURELIA,502,29.62242625,-93.50474785,0.094646365,0.008957934,2
2016,AURELIA,502,29.62242625,-93.50474785,0.842009488,0.545041303,4
2017,AURELIA,502,29.62242625,-93.50474785,0.29298174,0.0858383,2
2012,AURELIA,503,28.87248586,-91.75480259,0,NA,4
2013,AURELIA,503,28.87248586,-91.75480259,19.51523639,283.1097647,4
2014,AURELIA,503,28.87248586,-91.75480259,0,NA,4
2015,AURELIA,503,28.87248586,-91.75480259,0,NA,1
2016,AURELIA,503,28.87248586,-91.75480259,0,NA,3
2017,AURELIA,503,28.87248586,-91.75480259,0,NA,1
2018,AURELIA,503,28.87248586,-91.75480259,0,NA,3
2012,AURELIA,504,28.37248586,-92.75480259,0,NA,2
2013,AURELIA,504,28.37248586,-92.75480259,0,NA,1
2014,AURELIA,504,28.37248586,-92.75480259,0,NA,1
2015,AURELIA,504,28.37248586,-92.75480259,0,NA,1
2016,AURELIA,504,28.37248586,-92.75480259,0,NA,4
2017,AURELIA,504,28.37248586,-92.75480259,0.700586475,0.174449648,3
2018,AURELIA,504,28.37248586,-92.75480259,0,NA,1
2014,AURELIA,507,30.30129945,-86.99575357,0.965380446,0.931959406,2
2015,AURELIA,507,30.30129945,-86.99575357,0.314309913,0.098790721,3
2016,AURELIA,507,30.30129945,-86.99575357,0.600988185,0.361186798,2
2017,AURELIA,507,30.30129945,-86.99575357,0,NA,1
2018,AURELIA,507,30.30129945,-86.99575357,0,NA,1
2012,AURELIA,508,27.37248586,-83.00480259,0,NA,2
2013,AURELIA,508,27.37248586,-83.00480259,0,NA,1
2014,AURELIA,508,27.37248586,-83.00480259,0.124788519,0.015572174,2
2015,AURELIA,508,27.37248586,-83.00480259,3.402368594,11.57611205,2
2016,AURELIA,508,27.37248586,-83.00480259,0,NA,1
2017,AURELIA,508,27.37248586,-83.00480259,0.443148008,0.196380157,2
2018,AURELIA,508,27.37248586,-83.00480259,4.213647108,12.26463696,3
2012,AURELIA,510,24.87248586,-83.00480259,0,NA,3
2013,AURELIA,510,24.87248586,-83.00480259,3.450673827,NA,1
2014,AURELIA,510,24.87248586,-83.00480259,0.257277872,0.066191903,2
2015,AURELIA,510,24.87248586,-83.00480259,0,NA,1
2017,AURELIA,510,24.87248586,-83.00480259,1.989834318,3.959440611,3
2018,AURELIA,510,24.87248586,-83.00480259,0,NA,3
2012,AURELIA,511,29.32209322,-94.69736872,0.023438539,0.000549365,10
2013,AURELIA,511,29.32209322,-94.69736872,11.12068319,30.60762382,10
2014,AURELIA,511,29.32209322,-94.69736872,0.024039527,0.000577899,13
2012,AURELIA,512,28.35769842,-96.24344511,0.088409749,0.002089132,28
2013,AURELIA,512,28.35769842,-96.24344511,13.12772888,92.7284908,22
2014,AURELIA,512,28.35769842,-96.24344511,0.019532116,0.000381504,20
2017,AURELIA,512,28.35769842,-96.24344511,0,NA,1
2012,AURELIA,513,28.37248586,-91.00480259,0,NA,2
2013,AURELIA,513,28.37248586,-91.00480259,0,NA,3
2014,AURELIA,513,28.37248586,-91.00480259,0,NA,1
2015,AURELIA,513,28.37248586,-91.00480259,0,NA,4
2016,AURELIA,513,28.37248586,-91.00480259,0,NA,2
2017,AURELIA,513,28.37248586,-91.00480259,0,NA,1
2018,AURELIA,513,28.37248586,-91.00480259,0,NA,1
2014,AURELIA,514,27.1226469,-96.56494165,0,NA,2
2015,AURELIA,514,27.1226469,-96.56494165,0,NA,1
2017,AURELIA,514,27.1226469,-96.56494165,0,NA,2
2013,AURELIA,516,28.62248586,-84.50480259,0,NA,1
2014,AURELIA,516,28.62248586,-84.50480259,0,NA,2
2015,AURELIA,516,28.62248586,-84.50480259,0,NA,1
2016,AURELIA,516,28.62248586,-84.50480259,0,NA,2
2017,AURELIA,516,28.62248586,-84.50480259,0,NA,1
2018,AURELIA,516,28.62248586,-84.50480259,0,NA,2
2013,AURELIA,517,28.37248586,-83.00480259,3.32045972,NA,1
2014,AURELIA,517,28.37248586,-83.00480259,0,NA,1
2015,AURELIA,517,28.37248586,-83.00480259,0.134554577,NA,1
2017,AURELIA,517,28.37248586,-83.00480259,1.501531418,NA,1
2013,AURELIA,518,28.12397059,-95.00482245,0,NA,1
2014,AURELIA,518,28.12397059,-95.00482245,0,NA,1
2015,AURELIA,518,28.12397059,-95.00482245,0,NA,3
2016,AURELIA,518,28.12397059,-95.00482245,0.459789349,0.053639852,3
2017,AURELIA,518,28.12397059,-95.00482245,1.077079648,1.160100568,3
2012,AURELIA,520,28.62248586,-92.25480259,0,NA,2
2017,AURELIA,520,28.62248586,-92.25480259,0,NA,2
2018,AURELIA,520,28.62248586,-92.25480259,0,NA,2
2012,AURELIA,521,28.37248586,-95.50480259,0,NA,2
2013,AURELIA,521,28.37248586,-95.50480259,10.97137319,110.9593044,3
2014,AURELIA,521,28.37248586,-95.50480259,0,NA,2
2015,AURELIA,521,28.37248586,-95.50480259,0,NA,2
2016,AURELIA,521,28.37248586,-95.50480259,0,NA,1
2017,AURELIA,521,28.37248586,-95.50480259,0.354471735,NA,1
2018,AURELIA,521,28.37248586,-95.50480259,0,NA,1
2012,AURELIA,522,29.37248586,-85.75480259,0,NA,2
2013,AURELIA,522,29.37248586,-85.75480259,0,NA,2
2014,AURELIA,522,29.37248586,-85.75480259,1.136907257,0.332376604,3
2015,AURELIA,522,29.37248586,-85.75480259,0.133889505,0.0179264,4
2016,AURELIA,522,29.37248586,-85.75480259,8.78908016,43.0633948,3
2017,AURELIA,522,29.37248586,-85.75480259,0,NA,1
2018,AURELIA,522,29.37248586,-85.75480259,0,NA,1
2012,AURELIA,523,24.62248586,-83.25480259,0,NA,2
2013,AURELIA,523,24.62248586,-83.25480259,0,NA,2
2014,AURELIA,523,24.62248586,-83.25480259,0.598564845,NA,1
2015,AURELIA,523,24.62248586,-83.25480259,0,NA,4
2016,AURELIA,523,24.62248586,-83.25480259,0,NA,2
2017,AURELIA,523,24.62248586,-83.25480259,0,NA,2
2018,AURELIA,523,24.62248586,-83.25480259,0,NA,1
2012,AURELIA,524,28.87248586,-84.00480259,0,NA,2
2013,AURELIA,524,28.87248586,-84.00480259,0,NA,2
2014,AURELIA,524,28.87248586,-84.00480259,0,NA,4
2015,AURELIA,524,28.87248586,-84.00480259,6.194471074,38.37147189,2
2016,AURELIA,524,28.87248586,-84.00480259,0,NA,1
2017,AURELIA,524,28.87248586,-84.00480259,0.633109967,0.40082823,2
2012,AURELIA,525,25.37248586,-81.75480259,0,NA,2
2013,AURELIA,525,25.37248586,-81.75480259,0,NA,1
2014,AURELIA,525,25.37248586,-81.75480259,3.754156704,14.09369256,2
2018,AURELIA,525,25.37248586,-81.75480259,0,NA,3
2012,AURELIA,526,29.10649932,-89.9907594,0,NA,1
2013,AURELIA,526,29.10649932,-89.9907594,1.341205299,0.525419884,2
2014,AURELIA,526,29.10649932,-89.9907594,10.46921418,58.62336235,2
2015,AURELIA,526,29.10649932,-89.9907594,0.607665831,NA,1
2016,AURELIA,526,29.10649932,-89.9907594,2.114026022,4.469106021,2
2017,AURELIA,526,29.10649932,-89.9907594,0.618928603,0.146209093,2
2018,AURELIA,526,29.10649932,-89.9907594,0,NA,1
2012,AURELIA,527,26.12372174,-96.56497456,0,NA,1
2016,AURELIA,527,26.12372174,-96.56497456,0,NA,1
2017,AURELIA,527,26.12372174,-96.56497456,1.442000663,2.079365911,2
2012,AURELIA,528,25.87248586,-83.75480259,0,NA,1
2013,AURELIA,528,25.87248586,-83.75480259,0,NA,1
2014,AURELIA,528,25.87248586,-83.75480259,0,NA,3
2015,AURELIA,528,25.87248586,-83.75480259,0,NA,1
2016,AURELIA,528,25.87248586,-83.75480259,0,NA,2
2017,AURELIA,528,25.87248586,-83.75480259,0,NA,1
2018,AURELIA,528,25.87248586,-83.75480259,0,NA,1
2012,AURELIA,530,29.37248586,-85.50480259,0,NA,4
2014,AURELIA,530,29.37248586,-85.50480259,0.493235253,0.243281014,2
2015,AURELIA,530,29.37248586,-85.50480259,12.70637654,161.4520047,2
2017,AURELIA,530,29.37248586,-85.50480259,0.445732904,0.198677821,2
2018,AURELIA,530,29.37248586,-85.50480259,0,NA,1
2012,AURELIA,532,28.37248586,-92.25480259,0,NA,1
2013,AURELIA,532,28.37248586,-92.25480259,62.93598352,NA,1
2014,AURELIA,532,28.37248586,-92.25480259,0,NA,2
2015,AURELIA,532,28.37248586,-92.25480259,0,NA,1
2017,AURELIA,532,28.37248586,-92.25480259,0,NA,5
2012,AURELIA,535,25.12248586,-82.75480259,0,NA,2
2013,AURELIA,535,25.12248586,-82.75480259,0,NA,3
2014,AURELIA,535,25.12248586,-82.75480259,0,NA,1
2015,AURELIA,535,25.12248586,-82.75480259,0.351730683,0.123714473,4
2016,AURELIA,535,25.12248586,-82.75480259,0,NA,1
2017,AURELIA,535,25.12248586,-82.75480259,0,NA,5
2018,AURELIA,535,25.12248586,-82.75480259,0,NA,2
2012,AURELIA,536,28.62248586,-95.50480259,0.527832182,0.278606813,2
2014,AURELIA,536,28.62248586,-95.50480259,0,NA,2
2015,AURELIA,536,28.62248586,-95.50480259,0.105618109,0.011155185,5
2016,AURELIA,536,28.62248586,-95.50480259,0.645042102,0.416079314,2
2017,AURELIA,536,28.62248586,-95.50480259,2.425582218,4.941616401,3
